X	Y	Z	Label (0=S1,1=S2,4=IB)
-0.276294	-0.333007	0.916040	0.000000
-0.236664	-0.284702	0.945108	0.000000
-0.199501	-0.275396	0.857286	0.000000
-0.255885	-0.184047	1.061659	0.000000
-0.238533	-0.292429	0.992633	0.000000
-0.324695	-0.255617	0.963308	0.000000
-0.301847	-0.195816	0.919259	0.000000
-0.321939	-0.296575	0.977289	0.000000
-0.278932	-0.207031	0.986694	0.000000
-0.241720	-0.251804	0.897771	0.000000
-0.205234	-0.235015	0.984822	0.000000
-0.304101	-0.240692	0.935627	0.000000
-0.334234	-0.191576	0.888428	0.000000
-0.193531	-0.216177	0.912976	0.000000
-0.190236	-0.221317	0.980758	0.000000
-0.161092	-0.304314	0.934350	0.000000
-0.229947	-0.241795	0.968077	0.000000
-0.215933	-0.174159	0.915702	0.000000
-0.254837	-0.219102	0.991763	0.000000
-0.252860	-0.274674	0.878177	0.000000
-0.254498	-0.221812	1.046039	0.000000
-0.245950	-0.248874	1.023414	0.000000
-0.209316	-0.253593	0.992442	0.000000
-0.162076	-0.252742	0.976007	0.000000
-0.225337	-0.188784	0.966293	0.000000
-0.184385	-0.209925	0.897558	0.000000
-0.198002	-0.154470	0.938031	0.000000
-0.271987	-0.285833	0.936650	0.000000
-0.231425	-0.172739	1.024301	0.000000
-0.235295	-0.226508	0.942327	0.000000
-0.226104	-0.196716	0.956501	0.000000
-0.196415	-0.223766	1.027456	0.000000
-0.193680	-0.240072	1.068500	0.000000
-0.171699	-0.220345	0.994018	0.000000
-0.110477	-0.209785	1.066077	0.000000
-0.285545	-0.154037	0.944653	0.000000
-0.172414	-0.175851	1.026400	0.000000
-0.212971	-0.166797	0.938309	0.000000
-0.146150	-0.077090	0.970411	0.000000
-0.192777	-0.109311	1.027078	0.000000
-0.226154	-0.185627	1.038852	0.000000
-0.187210	-0.222698	0.985589	0.000000
-0.131338	-0.187979	0.940464	0.000000
-0.172872	-0.265553	1.073625	0.000000
-0.158837	-0.192212	1.036788	0.000000
-0.124271	-0.117622	0.962591	0.000000
-0.120432	-0.157053	0.959824	0.000000
-0.264850	-0.189690	1.018673	0.000000
-0.092545	-0.092990	0.920287	0.000000
-0.060715	-0.150304	0.974471	0.000000
-0.177146	-0.129310	0.996802	0.000000
-0.247905	-0.125451	1.075725	0.000000
-0.151312	-0.143233	1.026404	0.000000
-0.150825	-0.247232	1.065352	0.000000
-0.100731	-0.129725	0.993078	0.000000
-0.190700	-0.094298	0.990329	0.000000
-0.095667	-0.150635	0.968285	0.000000
-0.123157	-0.125304	1.039836	0.000000
-0.107558	-0.044266	0.940029	0.000000
-0.088366	-0.143726	0.956068	0.000000
-0.170955	-0.153525	0.981954	0.000000
-0.046568	-0.160761	1.050817	0.000000
-0.101505	-0.172814	0.981298	0.000000
-0.076582	-0.177708	0.991571	0.000000
-0.072854	-0.151292	0.899439	0.000000
-0.163997	-0.142870	1.017255	0.000000
-0.160379	-0.112990	0.897281	0.000000
-0.064338	-0.124167	1.095570	0.000000
-0.077881	-0.084780	0.971288	0.000000
-0.185281	-0.129590	1.030028	0.000000
-0.092892	-0.150848	0.996204	0.000000
-0.070206	-0.199882	0.995338	0.000000
-0.034971	-0.120113	1.050386	0.000000
-0.072097	-0.069002	1.032524	0.000000
-0.066041	-0.109994	0.970031	0.000000
-0.046820	-0.065086	1.044740	0.000000
-0.079226	-0.092674	1.023783	0.000000
-0.147129	-0.080718	1.024068	0.000000
-0.124549	-0.113470	0.969390	0.000000
0.031615	-0.037911	1.054481	0.000000
-0.083990	-0.084454	0.942227	0.000000
-0.066490	-0.072321	0.926841	0.000000
-0.121829	0.005604	0.973922	0.000000
0.007290	-0.046571	1.051858	0.000000
-0.031732	-0.045603	0.993891	0.000000
-0.088050	-0.047155	1.019561	0.000000
-0.010481	-0.094462	1.090862	0.000000
-0.047298	-0.083375	1.057127	0.000000
-0.116267	-0.009263	1.000063	0.000000
-0.162230	-0.056287	1.018059	0.000000
-0.015188	-0.002578	1.044853	0.000000
0.000912	-0.014395	0.981405	0.000000
-0.048579	-0.101556	1.125558	0.000000
-0.020176	-0.096295	0.968341	0.000000
-0.034872	-0.072817	0.909786	0.000000
-0.074304	-0.118469	0.970910	0.000000
-0.047427	-0.068791	0.953394	0.000000
0.030762	-0.001794	1.024797	0.000000
0.002491	-0.072465	1.016930	0.000000
0.022393	-0.010097	0.926807	0.000000
-0.021274	0.012910	0.998859	0.000000
-0.000119	0.059156	1.010479	0.000000
-0.002623	-0.044273	1.010614	0.000000
0.089493	0.011281	1.023841	0.000000
0.008632	-0.008006	0.915816	0.000000
-0.034625	0.025835	0.939681	0.000000
0.069589	0.011428	1.025209	0.000000
0.024212	-0.014366	0.893259	0.000000
0.028653	-0.039601	0.966882	0.000000
-0.088689	-0.022564	1.055786	0.000000
-0.037057	0.008243	0.988182	0.000000
0.049178	0.068523	0.987068	0.000000
-0.020733	-0.038181	0.979654	0.000000
0.042012	0.035747	1.056123	0.000000
0.081686	0.069472	1.073284	0.000000
-0.086595	-0.001212	0.988576	0.000000
0.024656	0.035725	0.966773	0.000000
-0.077487	0.008906	0.977725	0.000000
-0.035443	0.027673	1.025765	0.000000
0.045299	0.078756	1.013040	0.000000
0.043615	0.006876	0.989959	0.000000
-0.044559	-0.004686	0.984029	0.000000
0.054260	-0.013149	0.966650	0.000000
-0.006719	0.009233	0.992540	0.000000
0.042634	0.087419	1.011485	0.000000
0.081621	-0.007865	0.971069	0.000000
0.007213	0.034575	1.037768	0.000000
0.088731	0.090688	1.027723	0.000000
0.136638	-0.049295	0.920665	0.000000
0.083432	-0.077645	1.030370	0.000000
0.002548	0.028466	0.989103	0.000000
0.078867	0.129383	0.966734	0.000000
0.120533	0.070800	1.017274	0.000000
-0.027438	0.034128	1.061376	0.000000
0.040975	0.148680	0.940483	0.000000
0.100681	0.096943	1.026414	0.000000
0.034900	0.080941	0.918343	0.000000
0.145391	0.086687	1.063191	0.000000
0.071012	0.085991	0.944468	0.000000
0.062916	0.144418	0.965088	0.000000
0.221035	0.118689	1.079341	0.000000
0.093923	0.004565	0.991124	0.000000
0.076900	0.135358	1.014521	0.000000
0.105757	0.003789	1.011185	0.000000
0.016243	0.047833	1.060809	0.000000
0.097797	-0.038862	1.016671	0.000000
0.077963	0.164439	0.975910	0.000000
0.166767	0.084282	1.002407	0.000000
0.089567	0.202636	0.992869	0.000000
0.130831	0.038150	1.007724	0.000000
0.113561	0.132451	0.947090	0.000000
0.064447	0.139417	0.993339	0.000000
0.080058	0.000025	1.012778	0.000000
0.212039	0.082898	0.969798	0.000000
0.151202	0.221677	0.986308	0.000000
0.072247	0.051660	0.928542	0.000000
0.144062	0.067061	1.058790	0.000000
0.190042	0.170382	0.990526	0.000000
0.148925	0.081871	0.941033	0.000000
0.069985	0.214826	0.973500	0.000000
0.028374	0.231157	0.936884	0.000000
0.192509	0.162549	1.000910	0.000000
0.181112	0.134233	0.924651	0.000000
0.145056	0.150222	1.018045	0.000000
0.104506	0.099362	1.033469	0.000000
0.140931	0.051121	0.880781	0.000000
0.098554	0.215081	0.973971	0.000000
0.168352	0.068524	0.924378	0.000000
0.015996	0.203760	0.933598	0.000000
0.070096	0.098354	0.935303	0.000000
0.099890	0.188919	1.014142	0.000000
0.149105	0.206883	1.024931	0.000000
0.133790	0.163750	1.041272	0.000000
0.178468	0.145542	1.002579	0.000000
0.232616	0.146000	0.909466	0.000000
0.181382	0.151929	0.907226	0.000000
0.171041	0.133103	0.955517	0.000000
0.230894	0.152148	0.988865	0.000000
0.161866	0.205402	0.991372	0.000000
0.222119	0.196015	0.885163	0.000000
0.191048	0.287699	1.034842	0.000000
0.263157	0.165163	0.982484	0.000000
0.197350	0.226416	0.947866	0.000000
0.207991	0.271753	0.895317	0.000000
0.159318	0.205080	0.951537	0.000000
0.143960	0.104798	0.870936	0.000000
0.119427	0.217565	0.970406	0.000000
0.148362	0.247038	1.025081	0.000000
0.194381	0.261129	0.997739	0.000000
0.202000	0.163976	1.015267	0.000000
0.269749	0.216321	0.943210	0.000000
0.246822	0.122234	0.939614	0.000000
0.160025	0.261069	1.000578	0.000000
0.092131	0.203542	1.070154	0.000000
0.177728	0.286790	1.024402	0.000000
0.183035	0.170336	1.015591	0.000000
0.187092	0.199190	0.975055	0.000000
0.269885	0.128852	1.027662	0.000000
0.296129	0.283778	1.027845	0.000000
0.217706	0.227244	0.981821	0.000000
0.145134	0.155162	0.892996	0.000000
0.256868	0.269105	0.963893	0.000000
0.188544	0.191171	0.941796	0.000000
0.258158	0.241675	0.969358	0.000000
0.229775	0.346958	0.971538	0.000000
0.319332	0.245840	0.916964	0.000000
0.290716	0.302852	1.040180	0.000000
0.354649	0.300803	1.018851	0.000000
0.273738	0.216066	0.948558	0.000000
0.286217	0.338733	1.046449	0.000000
0.176273	0.241194	0.933644	0.000000
0.308499	0.296895	0.898880	0.000000
0.162786	0.232981	0.943357	0.000000
0.276453	0.212684	0.942182	0.000000
0.262721	0.197123	1.015637	0.000000
0.197125	0.261004	0.996368	0.000000
0.233806	0.335112	1.004498	0.000000
0.270295	0.326788	0.997999	0.000000
0.298350	0.318218	1.001512	0.000000
0.231534	0.294899	1.026389	0.000000
0.280827	0.226090	0.944968	0.000000
0.276825	0.297208	1.015670	0.000000
0.292330	0.300191	0.981529	0.000000
0.278201	0.250726	0.960362	0.000000
0.275050	0.242857	0.858791	0.000000
0.243842	0.311575	0.946157	0.000000
0.386064	0.256891	0.959137	0.000000
0.296264	0.348212	0.953253	0.000000
0.351405	0.255396	1.006661	0.000000
0.262513	0.292383	0.992529	0.000000
0.221579	0.411604	0.950350	0.000000
0.218829	0.211538	0.975177	0.000000
0.390310	0.268344	0.933814	0.000000
0.298797	0.382840	0.965541	0.000000
0.400711	0.289118	0.925874	0.000000
0.262686	0.281342	0.926969	0.000000
0.318135	0.296228	0.950410	0.000000
0.334062	0.210611	0.980296	0.000000
0.235252	0.289701	0.925351	0.000000
0.324072	0.300248	1.014694	0.000000
0.371454	0.370359	0.930057	0.000000
0.331916	0.288287	0.929858	0.000000
0.330700	0.322473	0.965818	0.000000
0.357177	0.384407	0.890231	0.000000
0.351721	0.326310	0.984531	0.000000
0.358149	0.340874	0.966106	0.000000
0.350856	0.300284	0.889575	0.000000
0.425011	0.330332	0.890041	0.000000
0.408102	0.262318	1.015010	0.000000
0.253776	0.306946	0.889470	0.000000
0.415798	0.387908	0.831164	0.000000
0.345731	0.397362	0.835922	0.000000
0.297629	0.428947	0.939743	0.000000
0.392075	0.366760	1.018929	0.000000
0.387670	0.456394	0.956622	0.000000
0.341125	0.358961	0.997089	0.000000
0.346826	0.271098	0.847884	0.000000
0.455235	0.349014	0.853827	0.000000
0.303497	0.427257	0.932434	0.000000
0.372628	0.375836	0.875887	0.000000
0.424945	0.360283	0.957252	0.000000
0.351513	0.402354	0.916905	0.000000
0.371447	0.344330	0.999652	0.000000
0.371824	0.332170	0.806145	0.000000
0.345197	0.358610	0.878060	0.000000
0.390027	0.420622	0.780095	0.000000
0.419094	0.299092	0.935725	0.000000
0.435578	0.449709	1.001228	0.000000
0.397029	0.331682	1.064714	0.000000
0.367553	0.355036	0.952119	0.000000
0.358978	0.440338	0.956833	0.000000
0.421921	0.321131	0.858208	0.000000
0.426590	0.426082	0.928557	0.000000
0.428163	0.412629	0.909628	0.000000
0.417937	0.508405	0.911085	0.000000
0.409671	0.463421	0.847817	0.000000
0.409894	0.400530	0.948539	0.000000
0.416257	0.357594	0.857179	0.000000
0.474314	0.482697	0.874606	0.000000
0.329032	0.414608	0.954438	0.000000
0.364657	0.451079	0.851546	0.000000
0.475294	0.428025	0.795830	0.000000
0.407125	0.469507	0.887470	0.000000
0.345241	0.471513	1.011449	0.000000
0.421826	0.409173	0.932664	0.000000
0.325232	0.347879	0.889809	0.000000
0.392760	0.396437	0.864175	0.000000
0.288453	0.462853	0.878921	0.000000
0.428395	0.522049	0.908717	0.000000
0.446390	0.386855	0.801152	0.000000
0.367845	0.372599	0.952588	0.000000
0.466984	0.437876	1.011291	0.000000
0.488599	0.430741	0.925211	0.000000
0.403463	0.535749	0.935624	0.000000
0.440562	0.412509	0.867144	0.000000
0.368064	0.420462	0.790049	0.000000
0.469272	0.469842	0.943957	0.000000
0.446446	0.517577	0.892685	0.000000
0.407761	0.513904	0.837198	0.000000
0.512774	0.519121	0.889000	0.000000
0.433724	0.512096	0.967117	0.000000
0.479226	0.453215	0.920679	0.000000
0.422100	0.451289	0.963611	0.000000
0.405353	0.411082	0.808574	0.000000
0.536635	0.540392	0.883085	0.000000
0.426223	0.418341	0.938778	0.000000
0.518234	0.556825	0.917297	0.000000
0.472450	0.463061	0.847795	0.000000
0.465076	0.499671	0.880799	0.000000
0.418507	0.439749	0.889643	0.000000
0.552310	0.473686	0.871724	0.000000
0.493075	0.539198	0.771195	0.000000
0.500008	0.470538	0.860292	0.000000
0.405037	0.464961	0.860417	0.000000
0.535825	0.512559	0.799674	0.000000
0.491332	0.594481	0.806549	0.000000
0.457842	0.497945	0.845934	0.000000
0.457318	0.576872	0.891927	0.000000
0.543537	0.539239	0.815108	0.000000
0.404766	0.510810	0.866312	0.000000
0.480634	0.575493	0.886236	0.000000
0.344270	0.551155	0.821417	0.000000
0.483445	0.555842	0.826600	0.000000
0.582032	0.485560	0.948820	0.000000
0.569730	0.574023	0.839284	0.000000
0.637829	0.577583	0.804058	0.000000
0.535117	0.623984	0.843633	0.000000
0.479634	0.578290	0.885223	0.000000
0.521932	0.519090	0.839649	0.000000
0.464018	0.455929	0.872191	0.000000
0.511181	0.527151	0.844473	0.000000
0.516459	0.552222	0.758478	0.000000
0.390990	0.541510	0.806197	0.000000
0.514255	0.562736	0.834707	0.000000
0.591902	0.545126	0.798091	0.000000
0.506776	0.521972	0.833428	0.000000
0.497913	0.626496	0.811236	0.000000
0.503693	0.649720	0.918767	0.000000
0.620344	0.599922	0.780514	0.000000
0.496738	0.559147	0.837606	0.000000
0.630445	0.568048	0.786541	0.000000
0.557998	0.648074	0.809382	0.000000
0.568223	0.635862	0.736931	0.000000
0.500016	0.595639	0.880334	0.000000
0.597679	0.474267	0.758792	0.000000
0.550999	0.543538	0.851675	0.000000
0.594256	0.611399	0.794247	0.000000
0.548844	0.561801	0.830747	0.000000
0.569872	0.662579	0.882391	0.000000
0.555615	0.646827	0.844994	0.000000
0.526426	0.615433	0.834291	0.000000
0.568996	0.628325	0.789730	0.000000
0.635066	0.599177	0.765733	0.000000
0.593025	0.636427	0.703146	0.000000
0.600335	0.598135	0.881220	0.000000
0.677892	0.575224	0.762621	0.000000
0.577448	0.614380	0.873814	0.000000
0.596412	0.593448	0.784199	0.000000
0.518995	0.654034	0.769421	0.000000
0.570301	0.649544	0.752765	0.000000
0.580783	0.637302	0.777874	0.000000
0.565008	0.688944	0.851464	0.000000
0.593963	0.678217	0.833876	0.000000
0.577815	0.724634	0.774974	0.000000
0.632125	0.675385	0.793376	0.000000
0.555439	0.701754	0.811061	0.000000
0.623048	0.751136	0.829430	0.000000
0.654718	0.708439	0.817943	0.000000
0.603501	0.663153	0.831966	0.000000
0.587311	0.528002	0.827354	0.000000
0.692778	0.709052	0.837007	0.000000
0.629178	0.731861	0.668395	0.000000
0.677830	0.658187	0.888205	0.000000
0.604104	0.646624	0.780848	0.000000
0.588766	0.622750	0.765979	0.000000
0.638614	0.607044	0.850698	0.000000
0.526151	0.626893	0.774230	0.000000
0.588597	0.693060	0.787963	0.000000
0.642978	0.665025	0.757677	0.000000
0.578112	0.697463	0.794346	0.000000
0.651582	0.631678	0.847941	0.000000
0.620896	0.704549	0.727163	0.000000
0.605507	0.664726	0.730902	0.000000
0.582951	0.636187	0.787884	0.000000
0.624027	0.696984	0.810231	0.000000
0.641069	0.720001	0.730199	0.000000
0.634535	0.675036	0.839372	0.000000
0.690356	0.753838	0.720312	0.000000
0.583396	0.765517	0.719866	0.000000
0.636890	0.745242	0.737221	0.000000
0.637664	0.652404	0.790776	0.000000
0.786732	0.690042	0.756073	0.000000
0.658825	0.583505	0.763294	0.000000
0.668096	0.641154	0.696386	0.000000
0.644577	0.688894	0.670368	0.000000
0.687726	0.637798	0.860276	0.000000
0.566889	0.768004	0.718066	0.000000
0.671417	0.707693	0.748001	0.000000
0.629019	0.725470	0.842940	0.000000
0.675363	0.770512	0.808159	0.000000
0.674336	0.793309	0.713738	0.000000
0.710372	0.758905	0.702673	0.000000
0.682313	0.790847	0.769348	0.000000
0.662625	0.826131	0.682811	0.000000
0.571397	0.722094	0.756286	0.000000
0.769359	0.798155	0.797222	0.000000
0.744743	0.771214	0.706490	0.000000
0.624349	0.780720	0.648509	0.000000
0.691390	0.771466	0.706124	0.000000
0.679496	0.740282	0.677776	0.000000
0.657214	0.778174	0.650591	0.000000
0.785664	0.707192	0.696365	0.000000
0.718667	0.821130	0.739086	0.000000
0.756297	0.803039	0.695644	0.000000
0.714452	0.804802	0.685882	0.000000
0.738026	0.717547	0.745757	0.000000
0.760732	0.746557	0.707294	0.000000
0.750124	0.867903	0.733928	0.000000
0.691434	0.762429	0.682936	0.000000
0.604917	0.809374	0.852436	0.000000
0.719257	0.759144	0.699687	0.000000
0.610864	0.866803	0.667132	0.000000
0.699785	0.808750	0.696976	0.000000
0.785213	0.806936	0.658955	0.000000
0.711808	0.683907	0.756535	0.000000
0.687213	0.875073	0.742421	0.000000
0.738385	0.777514	0.678634	0.000000
0.785490	0.736450	0.644852	0.000000
0.682536	0.782207	0.631939	0.000000
0.715397	0.730052	0.661635	0.000000
0.721644	0.716873	0.730715	0.000000
0.726506	0.834314	0.743796	0.000000
0.752342	0.852285	0.679613	0.000000
0.777221	0.848190	0.677249	0.000000
0.683590	0.815659	0.663309	0.000000
0.779108	0.902698	0.710437	0.000000
0.742432	0.838566	0.664832	0.000000
0.631919	0.915103	0.701162	0.000000
0.700155	0.779194	0.800915	0.000000
0.744455	0.871523	0.609663	0.000000
0.763557	0.845987	0.583976	0.000000
0.844448	0.833757	0.804877	0.000000
0.732002	0.924466	0.721956	0.000000
0.826677	0.847255	0.635712	0.000000
0.691365	0.858875	0.708319	0.000000
0.739051	0.749314	0.608105	0.000000
0.814814	0.863412	0.687755	0.000000
0.800628	0.849383	0.575563	0.000000
0.759715	0.810765	0.633327	0.000000
0.866516	0.890543	0.692953	0.000000
0.780259	0.847332	0.587603	0.000000
0.746480	0.738136	0.680811	0.000000
0.808410	0.892849	0.734447	0.000000
0.779040	0.912229	0.641883	0.000000
0.783645	0.909196	0.610907	0.000000
0.834191	0.889120	0.586419	0.000000
0.820458	0.881074	0.644290	0.000000
0.774985	0.843671	0.694146	0.000000
0.750896	0.797732	0.647048	0.000000
0.887429	0.924007	0.786847	0.000000
0.868148	0.905191	0.598032	0.000000
0.739080	0.917461	0.673324	0.000000
0.678650	0.879667	0.661603	0.000000
0.694658	0.902250	0.639178	0.000000
0.835706	0.829408	0.532149	0.000000
0.782473	0.846068	0.628748	0.000000
0.739755	0.845706	0.581386	0.000000
0.767755	0.986442	0.612302	0.000000
0.894360	0.861774	0.649396	0.000000
0.751177	1.016848	0.651062	0.000000
0.721429	0.842249	0.592716	0.000000
0.779545	0.887784	0.651671	0.000000
0.790240	0.962882	0.663751	0.000000
0.772385	0.994299	0.659403	0.000000
0.729559	0.875087	0.573833	0.000000
0.825373	0.821536	0.639584	0.000000
0.843620	0.981596	0.583599	0.000000
0.856169	0.842745	0.591965	0.000000
0.900808	0.846965	0.639026	0.000000
0.796669	0.965139	0.617342	0.000000
0.773435	0.887933	0.599967	0.000000
0.672261	1.050169	0.612296	0.000000
0.775147	0.924756	0.616556	0.000000
0.743012	0.974148	0.607925	0.000000
0.763864	0.993920	0.530281	0.000000
0.754919	1.021540	0.619683	0.000000
0.872224	0.975924	0.587041	0.000000
0.805737	0.953663	0.567531	0.000000
0.791114	0.855967	0.583309	0.000000
0.784438	1.036143	0.533874	0.000000
0.868527	1.008160	0.549518	0.000000
0.858090	0.995885	0.527451	0.000000
0.830443	0.949624	0.637761	0.000000
0.865769	0.871540	0.670334	0.000000
0.752107	0.967581	0.566723	0.000000
0.833505	0.962421	0.524781	0.000000
0.876978	0.941917	0.507534	0.000000
0.798949	1.045480	0.628704	0.000000
0.819081	1.013607	0.581787	0.000000
0.897637	1.026572	0.524511	0.000000
0.859425	1.013167	0.584506	0.000000
0.786884	1.005412	0.508715	0.000000
0.920697	0.941638	0.590951	0.000000
0.715092	1.028104	0.404833	0.000000
0.775078	0.978847	0.527368	0.000000
0.843188	1.025499	0.598474	0.000000
0.872974	0.919973	0.607938	0.000000
0.910625	1.026288	0.514564	0.000000
0.864348	1.079670	0.536450	0.000000
0.823723	1.039004	0.559592	0.000000
0.851576	0.978695	0.521360	0.000000
0.863142	1.043160	0.490840	0.000000
0.862665	1.082292	0.527862	0.000000
0.849908	1.075314	0.515517	0.000000
0.956088	0.956340	0.565076	0.000000
0.845144	0.949238	0.440359	0.000000
0.856406	1.019065	0.446500	0.000000
0.972282	1.094535	0.447907	0.000000
0.820165	1.072764	0.508773	0.000000
0.851313	1.110500	0.470549	0.000000
0.833503	1.067871	0.546364	0.000000
0.800650	1.022951	0.535223	0.000000
0.808719	1.105434	0.487393	0.000000
0.909145	1.138869	0.427939	0.000000
0.873458	1.119979	0.502507	0.000000
0.906086	1.003478	0.501267	0.000000
0.834434	1.034776	0.536121	0.000000
0.903419	0.990730	0.436527	0.000000
0.796852	1.046952	0.510068	0.000000
0.839941	1.026593	0.462142	0.000000
0.819709	1.077956	0.477040	0.000000
0.781413	1.184736	0.463146	0.000000
0.930014	1.012200	0.432182	0.000000
0.836177	1.093610	0.475878	0.000000
0.944964	1.014291	0.389924	0.000000
0.780242	1.102808	0.476743	0.000000
0.887625	1.034832	0.528844	0.000000
0.882939	1.077581	0.487201	0.000000
0.820944	1.037350	0.383043	0.000000
0.951502	1.075070	0.461404	0.000000
0.917669	0.986913	0.411449	0.000000
0.897951	0.997678	0.422791	0.000000
0.894155	1.037963	0.484176	0.000000
0.877872	1.147785	0.480189	0.000000
0.970597	1.170212	0.472067	0.000000
0.870526	1.080644	0.370969	0.000000
0.861475	1.041300	0.560905	0.000000
0.928756	1.120819	0.560144	0.000000
0.944563	1.165597	0.491433	0.000000
0.898870	1.095991	0.478152	0.000000
0.871238	1.203907	0.415047	0.000000
0.986780	1.159218	0.418525	0.000000
0.915934	1.202255	0.484670	0.000000
0.941309	1.169740	0.360900	0.000000
0.881522	1.082357	0.369965	0.000000
0.888607	1.050663	0.445893	0.000000
0.953424	1.076020	0.444279	0.000000
0.915367	1.194452	0.442951	0.000000
0.920492	1.053465	0.462454	0.000000
0.932083	1.117807	0.497365	0.000000
0.962663	1.128483	0.406793	0.000000
0.858250	1.129628	0.559661	0.000000
0.932878	1.217572	0.360513	0.000000
0.844852	1.146096	0.461681	0.000000
0.914220	1.181067	0.406092	0.000000
0.908518	1.124350	0.357272	0.000000
0.947786	1.064216	0.475700	0.000000
0.962150	1.135029	0.515360	0.000000
0.867974	1.195215	0.350720	0.000000
0.978394	1.309042	0.382688	0.000000
0.883954	1.170454	0.456696	0.000000
0.834086	1.143879	0.439123	0.000000
0.882987	1.115649	0.393577	0.000000
0.894994	1.125640	0.324401	0.000000
0.922555	1.168418	0.465694	0.000000
0.937748	1.168784	0.376308	0.000000
0.903522	1.162239	0.370996	0.000000
0.892286	1.219084	0.346931	0.000000
0.938397	1.193320	0.433473	0.000000
0.878486	1.185602	0.394422	0.000000
0.921931	1.174781	0.403854	0.000000
0.934109	1.180034	0.420944	0.000000
0.953549	1.243177	0.400004	0.000000
0.967419	1.077590	0.381684	0.000000
0.934140	1.209504	0.338535	0.000000
0.826403	1.169147	0.419295	0.000000
0.980154	1.131360	0.478032	0.000000
0.976496	1.286851	0.378182	0.000000
0.885272	1.160884	0.364303	0.000000
0.904157	1.239761	0.298403	0.000000
0.908655	1.196904	0.330077	0.000000
0.907804	1.267591	0.353061	0.000000
0.925550	1.158072	0.317429	0.000000
0.882769	1.202745	0.322904	0.000000
0.989168	1.189203	0.305397	0.000000
0.866058	1.244676	0.342457	0.000000
0.941925	1.262441	0.320855	0.000000
0.945473	1.190557	0.439738	0.000000
0.867907	1.098988	0.310062	0.000000
0.934783	1.273262	0.313973	0.000000
0.966985	1.243242	0.304592	0.000000
0.917992	1.218969	0.374413	0.000000
0.885104	1.215784	0.233992	0.000000
0.992921	1.232987	0.439292	0.000000
0.995442	1.263106	0.320056	0.000000
0.960446	1.243417	0.285558	0.000000
0.882132	1.278480	0.294475	0.000000
0.868868	1.247464	0.342250	0.000000
1.040168	1.203563	0.235617	0.000000
0.984769	1.161440	0.292844	0.000000
0.927820	1.276137	0.372697	0.000000
0.965280	1.339381	0.337233	0.000000
0.985000	1.240009	0.315569	0.000000
0.976221	1.322239	0.441514	0.000000
0.962800	1.359877	0.238701	0.000000
0.934718	1.314472	0.297146	0.000000
0.947716	1.280857	0.308932	0.000000
0.994490	1.220495	0.362681	0.000000
0.988203	1.247205	0.395133	0.000000
1.009791	1.353762	0.275498	0.000000
0.922691	1.267376	0.280900	0.000000
1.132724	1.221860	0.334762	0.000000
1.037942	1.293081	0.322630	0.000000
0.982627	1.230486	0.232693	0.000000
0.921574	1.325297	0.319207	0.000000
0.907127	1.279548	0.269248	0.000000
1.056329	1.254403	0.179397	0.000000
1.008855	1.364187	0.266692	0.000000
0.964009	1.359283	0.268934	0.000000
0.946737	1.291007	0.237238	0.000000
1.005287	1.271946	0.239826	0.000000
1.006078	1.366114	0.280034	0.000000
0.972901	1.297999	0.178756	0.000000
0.957509	1.385218	0.259537	0.000000
0.874120	1.287656	0.297270	0.000000
0.925203	1.304615	0.230884	0.000000
0.942806	1.337537	0.226965	0.000000
0.997855	1.356831	0.176599	0.000000
0.957900	1.373829	0.221735	0.000000
0.918933	1.346110	0.309422	0.000000
0.948017	1.293617	0.215452	0.000000
0.984810	1.312730	0.247855	0.000000
0.963196	1.398302	0.315687	0.000000
0.873270	1.405696	0.200374	0.000000
1.025606	1.299082	0.154528	0.000000
0.955046	1.366549	0.173688	0.000000
0.963635	1.346190	0.158981	0.000000
0.939946	1.307185	0.227960	0.000000
0.995729	1.341013	0.283714	0.000000
0.935045	1.326211	0.220121	0.000000
0.949256	1.438070	0.191344	0.000000
1.008739	1.287935	0.266008	0.000000
1.025505	1.437753	0.232556	0.000000
0.966572	1.294325	0.265534	0.000000
0.987132	1.458174	0.184728	0.000000
0.973836	1.399592	0.140316	0.000000
0.870735	1.333327	0.204044	0.000000
0.956970	1.406898	0.067614	0.000000
0.996025	1.310422	0.118492	0.000000
0.907145	1.358195	0.287911	0.000000
1.079611	1.439324	0.179365	0.000000
0.999972	1.339503	0.226377	0.000000
1.030649	1.415671	0.226352	0.000000
1.066367	1.425670	0.157073	0.000000
1.026458	1.374624	0.229369	0.000000
0.912578	1.397959	0.185849	0.000000
0.970218	1.369945	0.105945	0.000000
0.989611	1.400554	0.147026	0.000000
0.998089	1.429041	0.168448	0.000000
1.019652	1.328909	0.158669	0.000000
1.038948	1.311069	0.101570	0.000000
0.983109	1.410273	0.218687	0.000000
0.993677	1.323429	0.227526	0.000000
1.073865	1.482864	0.059547	0.000000
1.044213	1.408195	0.190414	0.000000
0.969392	1.397406	0.199751	0.000000
0.946495	1.409177	0.092300	0.000000
1.018023	1.405164	0.109127	0.000000
1.053293	1.516953	0.091638	0.000000
0.950947	1.372061	0.170468	0.000000
0.978014	1.474111	0.109365	0.000000
1.071432	1.470926	0.104893	0.000000
0.920443	1.520182	0.133432	0.000000
0.983274	1.424304	0.152662	0.000000
0.969389	1.463900	0.193476	0.000000
1.082918	1.409885	0.158563	0.000000
0.991649	1.473020	0.101385	0.000000
