X Y Z Label
0.7206 -0.9108 0.5862 2.0000
0.7244 -0.7221 0.6904 2.0000
0.7095 -0.3951 0.7404 2.0000
0.5572 -0.6413 0.7202 2.0000
0.5315 1.4929 0.6257 0.0000
0.8348 -0.7151 0.7889 2.0000
0.7782 1.1634 0.7141 0.0000
0.8300 1.5231 0.5962 0.0000
0.6772 -0.4722 0.7647 2.0000
0.8835 -0.7783 0.6787 2.0000
-1.4770 -0.8122 -1.4822 1.0000
0.7642 1.3508 0.5147 0.0000
0.6336 1.4794 0.8589 0.0000
0.6607 1.5219 0.7633 0.0000
0.7869 -0.6608 0.8946 2.0000
0.5980 -0.8227 0.6925 2.0000
0.5201 -0.5995 0.8987 2.0000
0.7637 -0.7723 0.4524 2.0000
0.6022 1.2647 0.9238 0.0000
0.5124 -0.5572 0.8066 2.0000
0.5338 1.4713 0.7399 0.0000
-1.3752 -0.5381 -1.4142 1.0000
0.8970 -0.5913 0.9211 2.0000
-1.1465 -0.8902 -1.3120 1.0000
0.8921 1.4983 0.9276 0.0000
-1.4404 -0.6770 -1.2771 1.0000
0.8401 -0.6690 0.8178 2.0000
0.8863 1.2607 0.6778 0.0000
0.8558 1.2697 0.7883 0.0000
-1.4475 -0.7836 -1.1979 1.0000
0.8618 -0.7170 0.5936 2.0000
-1.5495 -0.5867 -1.4164 1.0000
-1.6278 -0.8241 -1.8016 1.0000
0.6334 -0.7576 0.6388 2.0000
0.7153 1.4703 0.7923 0.0000
-1.5398 -0.7870 -1.2791 1.0000
0.8389 1.4643 0.8725 0.0000
-1.5985 -0.8073 -1.3554 1.0000
-1.4882 -0.8373 -1.4133 1.0000
-1.3184 -0.7897 -1.4435 1.0000
-1.2608 -0.6416 -1.6079 1.0000
-1.4931 -0.7185 -1.1649 1.0000
-1.5639 -0.8169 -1.6124 1.0000
-1.5872 -0.7350 -1.3484 1.0000
-1.2112 -0.7399 -1.6542 1.0000
0.2999 1.4405 0.7392 0.0000
-1.4117 -0.6711 -1.3370 1.0000
0.5440 1.4128 0.7374 0.0000
-1.5400 -0.9239 -1.2649 1.0000
0.5858 1.3322 0.7978 0.0000
0.7688 -0.5916 0.7290 2.0000
-1.3235 -0.5299 -1.3594 1.0000
-1.5340 -0.8632 -1.5319 1.0000
-1.3672 -0.8713 -1.4600 1.0000
0.6720 -0.6620 0.6308 2.0000
-1.4328 -0.7421 -1.3377 1.0000
0.8007 1.1699 0.7081 0.0000
0.6922 1.5618 0.6445 0.0000
0.8509 1.3281 0.6854 0.0000
0.6908 1.3481 0.7270 0.0000
0.7339 1.3010 0.6368 0.0000
-1.4011 -0.8457 -1.4121 1.0000
0.5830 -1.0795 0.8729 2.0000
-1.3871 -0.6610 -1.5303 1.0000
0.8083 1.3755 0.7071 0.0000
0.6767 1.4444 0.6951 0.0000
0.9061 -0.8358 0.7280 2.0000
0.6083 -0.7648 0.7330 2.0000
0.5165 1.3661 0.6072 0.0000
-1.2906 -0.7642 -1.1928 1.0000
0.6355 -0.7600 0.7114 2.0000
0.5682 -0.6168 0.6584 2.0000
0.8944 1.6591 0.9629 0.0000
0.5683 -0.6637 0.7219 2.0000
-1.5660 -0.6062 -1.4047 1.0000
0.5653 -0.6169 0.6519 2.0000
-1.3955 -0.5934 -1.3123 1.0000
0.6810 -0.4128 0.5201 2.0000
0.6208 -0.6598 0.9274 2.0000
-1.4793 -0.7161 -1.2770 1.0000
-1.5499 -0.7535 -1.4518 1.0000
-1.4342 -0.9824 -1.6576 1.0000
-1.4625 -0.9409 -1.4618 1.0000
0.8648 1.2018 0.7256 0.0000
0.6030 -0.5772 0.6035 2.0000
0.5562 1.5090 0.6941 0.0000
0.6014 1.3178 0.5865 0.0000
0.7775 -0.7494 0.8156 2.0000
0.7020 1.3059 0.7843 0.0000
0.5288 -0.7308 0.5807 2.0000
-1.1587 -0.7850 -1.4384 1.0000
-1.5330 -0.7671 -1.4701 1.0000
-1.3110 -0.6734 -1.4890 1.0000
-1.4209 -0.5327 -1.7038 1.0000
0.6110 1.3720 0.5005 0.0000
0.7732 1.3158 0.8105 0.0000
0.6416 1.4307 0.7381 0.0000
-1.1497 -0.6080 -1.3521 1.0000
-1.3652 -0.8302 -1.4052 1.0000
-1.5049 -0.5650 -1.2952 1.0000
0.5056 -0.5580 0.6920 2.0000
-1.4819 -0.7528 -1.4852 1.0000
0.6659 -0.9404 0.6943 2.0000
0.6216 -0.7441 0.7043 2.0000
0.5016 1.5921 0.8768 0.0000
-1.3564 -0.5465 -1.5034 1.0000
0.3264 -0.6393 0.7930 2.0000
-1.6397 -0.7150 -1.1253 1.0000
0.6619 -0.8190 0.8587 2.0000
0.7294 1.4423 0.6120 0.0000
0.6948 1.4126 0.8096 0.0000
-1.3847 -0.9154 -1.0622 1.0000
-1.3336 -0.8052 -1.4440 1.0000
0.7049 -0.8560 0.5771 2.0000
0.8274 1.3181 0.9871 0.0000
0.8991 -0.6033 0.9560 2.0000
-1.4532 -0.6468 -1.4379 1.0000
0.7658 -0.9676 0.6317 2.0000
-1.3752 -0.8744 -1.4029 1.0000
0.8893 1.3644 0.6706 0.0000
0.7400 -0.7887 0.6832 2.0000
-1.4336 -0.4997 -1.2852 1.0000
0.6443 -0.8969 0.7721 2.0000
0.6031 -0.5114 0.6625 2.0000
0.7910 1.2723 0.7981 0.0000
-1.3477 -0.8230 -1.2631 1.0000
0.8925 -0.8271 0.4555 2.0000
-1.2112 -0.5421 -1.5314 1.0000
0.6216 -0.7389 0.8319 2.0000
-1.7407 -0.7950 -1.5217 1.0000
0.5818 1.3870 0.5494 0.0000
-1.3120 -0.7514 -1.5698 1.0000
0.6730 1.2947 0.8137 0.0000
0.6882 -0.8825 0.7232 2.0000
-1.4316 -0.7618 -1.3447 1.0000
-1.3416 -0.5089 -1.2461 1.0000
0.7364 -0.7377 0.6660 2.0000
-1.5052 -0.7978 -1.4320 1.0000
0.6264 -0.5553 0.5694 2.0000
0.6200 -0.8024 0.7837 2.0000
0.8206 -0.4579 0.7093 2.0000
-1.2400 -0.8267 -1.4191 1.0000
-1.4124 -0.6991 -1.3542 1.0000
0.8158 -0.7431 0.6193 2.0000
0.7828 -0.6065 0.6847 2.0000
0.8257 1.4407 0.9246 0.0000
-1.3181 -0.7905 -1.5727 1.0000
0.7760 1.4143 0.6755 0.0000
0.6375 1.3063 0.6063 0.0000
0.6198 -0.6681 0.7818 2.0000
-1.4178 -0.6984 -1.2755 1.0000
0.3822 -0.7419 0.7836 2.0000
-1.5779 -0.5801 -1.4390 1.0000
0.7649 1.4704 1.1894 0.0000
-1.4001 -0.7091 -1.3101 1.0000
0.7044 -0.5660 0.6879 2.0000
0.6582 -0.7502 0.6220 2.0000
0.5032 1.5170 0.6925 0.0000
0.6290 1.5345 0.9663 0.0000
-1.5390 -0.7418 -1.5014 1.0000
0.7442 -0.5899 0.6291 2.0000
-1.5412 -0.6560 -1.0938 1.0000
0.8355 1.4336 0.8166 0.0000
-1.5141 -0.4907 -1.2984 1.0000
0.7357 -0.6562 0.7367 2.0000
0.8490 1.7018 0.8124 0.0000
-1.1580 -0.8969 -1.5508 1.0000
0.5097 1.5519 0.8253 0.0000
0.7725 1.5823 0.5326 0.0000
0.5374 1.4925 0.6387 0.0000
0.6455 -0.6330 0.6317 2.0000
0.8499 1.7250 0.6352 0.0000
-1.3959 -0.6155 -1.5607 1.0000
0.7071 -0.7039 0.8536 2.0000
0.6792 -0.8267 0.9776 2.0000
0.6973 1.4460 0.7009 0.0000
-1.4695 -0.8288 -1.3111 1.0000
-1.5166 -0.7676 -1.4141 1.0000
-1.3155 -0.8994 -1.4508 1.0000
-1.6193 -0.7912 -1.4280 1.0000
0.8047 1.5192 0.7594 0.0000
0.7193 1.3011 0.8440 0.0000
-1.1206 -0.8744 -1.4455 1.0000
0.6623 -0.7604 0.7300 2.0000
-1.2789 -0.4751 -1.3408 1.0000
0.6696 1.1660 0.6448 0.0000
0.7198 -0.6168 0.5029 2.0000
0.9027 1.4673 0.7952 0.0000
-1.2586 -0.7022 -1.4275 1.0000
0.8563 1.3551 0.8374 0.0000
0.5058 1.3849 0.6411 0.0000
-1.2951 -0.7838 -1.3680 1.0000
0.7690 1.4060 0.6471 0.0000
0.7420 1.3105 0.8984 0.0000
0.8046 -0.7977 0.6540 2.0000
0.6861 1.2908 0.6093 0.0000
0.6057 -0.5577 0.7268 2.0000
0.9876 1.3271 0.5082 0.0000
0.4524 1.6654 0.5628 0.0000
0.7251 -0.9613 0.5789 2.0000
0.5991 1.5927 0.6665 0.0000
0.5760 -0.8018 0.5749 2.0000
-1.4720 -0.7463 -1.4449 1.0000
0.8478 1.2564 0.7639 0.0000
-1.2523 -0.8302 -1.5594 1.0000
0.7305 -0.7275 0.8075 2.0000
0.6431 1.5890 0.7436 0.0000
0.8671 1.5099 0.7223 0.0000
0.7005 -0.6813 0.5669 2.0000
0.6733 1.5939 0.7211 0.0000
-1.2825 -0.7804 -1.3419 1.0000
0.8160 -0.7138 0.7315 2.0000
0.9630 1.2768 0.6566 0.0000
0.6076 1.3027 0.7277 0.0000
0.8580 -0.7153 0.8510 2.0000
0.4568 -0.8467 1.0048 2.0000
-1.3405 -0.4782 -1.4361 1.0000
0.7146 1.3850 0.7872 0.0000
0.4874 1.2635 0.7871 0.0000
0.6663 -0.6598 0.4267 2.0000
-1.2476 -0.6698 -1.5186 1.0000
0.6344 -0.8191 0.8571 2.0000
0.8139 -0.6629 0.6996 2.0000
-1.4885 -0.8109 -1.3218 1.0000
-1.5084 -0.7199 -1.5199 1.0000
-1.3031 -0.5680 -1.3418 1.0000
0.7618 -0.4918 0.7732 2.0000
-1.4595 -0.8096 -1.5434 1.0000
0.7335 1.5666 0.6831 0.0000
-1.3142 -0.8664 -1.4467 1.0000
0.6100 -0.6931 0.6720 2.0000
0.6302 1.6433 0.5192 0.0000
0.4740 -0.5285 0.8742 2.0000
0.5316 -0.6264 0.7743 2.0000
0.6977 1.3916 0.8566 0.0000
-1.4887 -0.7720 -1.4959 1.0000
0.6120 1.4323 0.6881 0.0000
0.5479 -0.6517 0.5616 2.0000
0.7948 1.1439 0.7059 0.0000
-1.2173 -0.7620 -1.4592 1.0000
0.6097 1.3760 0.8515 0.0000
0.9505 1.5205 0.7157 0.0000
-1.1429 -0.6852 -1.3403 1.0000
0.6924 1.4659 0.8129 0.0000
0.7215 -0.7702 0.7985 2.0000
0.7823 -0.5976 0.4231 2.0000
-1.2280 -0.7338 -1.4200 1.0000
-1.2931 -0.6274 -1.2133 1.0000
-1.2771 -0.7055 -1.4807 1.0000
0.7949 -0.7013 0.7023 2.0000
-1.6418 -0.6308 -1.4273 1.0000
-1.3662 -0.6958 -1.4323 1.0000
0.9158 1.2316 0.4983 0.0000
0.7695 1.2827 0.7156 0.0000
-1.3583 -0.8457 -1.2304 1.0000
0.7717 1.2724 0.8746 0.0000
-1.4421 -0.7036 -1.4396 1.0000
-1.4336 -0.7073 -1.1579 1.0000
0.6978 1.2784 0.7000 0.0000
0.7356 1.3264 0.6760 0.0000
0.9590 -0.5584 0.7238 2.0000
0.6676 1.6075 0.7732 0.0000
-1.3448 -0.7537 -1.3369 1.0000
0.8473 1.4374 0.7450 0.0000
0.5934 -0.6003 0.8189 2.0000
0.8833 1.6051 0.6362 0.0000
0.7587 -0.5583 0.7107 2.0000
0.6333 1.3264 0.6321 0.0000
-1.2637 -0.7148 -1.4212 1.0000
0.7017 1.7682 0.4913 0.0000
-1.6121 -0.5987 -1.2947 1.0000
-1.3616 -0.7085 -1.6246 1.0000
0.6124 -0.4679 0.6174 2.0000
0.6494 1.6572 0.5971 0.0000
0.7398 -0.6019 0.6984 2.0000
-1.2589 -0.6745 -1.3418 1.0000
0.6921 1.2773 0.6372 0.0000
0.7233 1.6331 0.8589 0.0000
-1.3475 -0.4336 -1.3692 1.0000
0.8421 1.3712 0.5624 0.0000
0.7924 1.4418 0.4931 0.0000
0.6235 1.3383 0.5687 0.0000
0.6187 -0.5967 0.7047 2.0000
0.6339 1.1327 0.8410 0.0000
-1.4234 -0.7148 -1.6850 1.0000
0.5436 -0.9910 0.5788 2.0000
0.4207 1.5785 0.5650 0.0000
-1.3412 -0.7460 -1.4397 1.0000
0.6528 1.5762 0.8657 0.0000
0.4223 1.5187 0.8635 0.0000
0.5910 -0.6597 1.1177 2.0000
0.6038 -0.6732 0.7432 2.0000
0.6970 -0.6516 0.6480 2.0000
0.7695 1.4615 0.5979 0.0000
0.7354 1.2628 1.0115 0.0000
0.6156 -0.7243 0.8758 2.0000
0.7974 1.4503 0.8618 0.0000
-1.2712 -0.8670 -1.4430 1.0000
0.7785 1.3584 0.7500 0.0000
-1.1607 -0.8761 -1.5451 1.0000
0.7207 -0.6875 0.6750 2.0000
-1.4209 -0.6938 -1.3089 1.0000
0.8760 1.3341 0.6759 0.0000
0.7865 1.3873 0.8498 0.0000
-1.3998 -0.5660 -1.1058 1.0000
0.7869 -0.6267 0.8817 2.0000
-1.4018 -0.8274 -1.4106 1.0000
-1.4320 -0.6687 -1.5228 1.0000
-1.5424 -0.6596 -1.5180 1.0000
-1.3787 -0.5979 -1.3583 1.0000
0.8572 1.3974 0.8226 0.0000
-1.3132 -0.7847 -1.4246 1.0000
-1.5303 -0.8752 -1.3120 1.0000
-1.3796 -0.6001 -1.4296 1.0000
0.8603 -0.7452 0.6646 2.0000
0.9080 1.5407 0.6101 0.0000
-1.2872 -0.7234 -1.6341 1.0000
0.8257 -0.4688 0.6947 2.0000
0.5732 1.1685 0.6579 0.0000
-1.5520 -0.6483 -1.5781 1.0000
0.4869 1.5988 0.6823 0.0000
-1.5552 -0.7256 -1.2230 1.0000
0.6529 1.2738 0.4961 0.0000
-1.6308 -0.5281 -1.3868 1.0000
0.8642 1.6028 0.7064 0.0000
0.6552 -0.6580 0.7092 2.0000
-1.3774 -0.7231 -1.3025 1.0000
0.7342 1.3989 0.6721 0.0000
0.6578 -0.6760 0.5211 2.0000
0.8105 1.5916 0.6259 0.0000
0.5935 -0.4831 0.6753 2.0000
-1.3680 -0.6015 -1.4383 1.0000
-1.3515 -0.5310 -1.4845 1.0000
0.5621 -0.8436 0.7571 2.0000
0.6689 -0.6647 0.6754 2.0000
0.7123 -0.6346 0.5596 2.0000
-1.8642 -0.8060 -1.4543 1.0000
-1.4381 -0.6854 -1.4938 1.0000
0.6696 -0.7785 0.8667 2.0000
0.5509 -0.5008 0.8375 2.0000
0.8356 -0.7470 0.6702 2.0000
0.7183 -0.7016 0.9276 2.0000
-1.3805 -0.8334 -1.4849 1.0000
0.6124 1.4789 0.7352 0.0000
-1.6675 -0.6998 -1.3705 1.0000
0.4724 -0.7911 0.6956 2.0000
0.6589 1.3556 0.5173 0.0000
0.6369 1.2315 0.7431 0.0000
-1.6534 -0.6615 -1.4415 1.0000
-1.5013 -0.7321 -1.5369 1.0000
-1.1726 -0.8686 -1.6391 1.0000
0.5734 1.2516 0.8487 0.0000
-1.3235 -0.7557 -1.4138 1.0000
0.6621 -0.5973 0.7256 2.0000
0.5225 -0.8681 0.5175 2.0000
0.6086 -0.8011 0.9069 2.0000
-1.3878 -0.7685 -1.7277 1.0000
0.6612 1.4471 0.8256 0.0000
-1.6609 -0.7066 -1.2630 1.0000
0.6499 -0.6941 0.8520 2.0000
-1.4971 -0.7801 -1.4046 1.0000
0.7845 -0.7180 0.4604 2.0000
0.7770 -0.7332 0.6591 2.0000
0.5141 -0.7684 0.8417 2.0000
-1.1990 -0.7782 -1.5873 1.0000
-1.3253 -1.0394 -1.2321 1.0000
0.5836 1.4375 0.5891 0.0000
0.8620 -0.7638 0.7051 2.0000
-1.3185 -0.4410 -1.1259 1.0000
-1.7000 -0.6096 -1.3879 1.0000
-1.3405 -0.7661 -1.2369 1.0000
0.6258 -0.7191 0.4677 2.0000
-1.4376 -0.5030 -1.3543 1.0000
0.7114 1.3802 0.6832 0.0000
0.7337 -0.7794 0.5979 2.0000
0.6920 -1.1252 0.7336 2.0000
-1.4409 -0.8843 -1.3550 1.0000
-1.4048 -0.4306 -1.3933 1.0000
0.6765 -0.8353 0.7032 2.0000
-1.3852 -0.7036 -1.5426 1.0000
0.7782 1.3248 0.5519 0.0000
0.6263 1.4469 0.8607 0.0000
0.8494 -0.5695 0.8298 2.0000
0.7157 -0.7735 0.6243 2.0000
0.7937 -0.5462 0.6284 2.0000
0.5842 -0.5120 0.5038 2.0000
0.8076 -0.7390 0.4616 2.0000
0.7185 -0.9433 0.6944 2.0000
0.8936 -0.5380 0.8116 2.0000
-1.1916 -0.7835 -1.4089 1.0000
0.6670 -0.6422 0.8025 2.0000
0.6828 1.4546 0.6893 0.0000
0.7024 -0.6323 0.8937 2.0000
0.7276 -0.8037 0.5204 2.0000
-1.6241 -1.0003 -1.4825 1.0000
0.5782 -0.5586 0.6282 2.0000
0.4546 1.1458 0.7958 0.0000
0.6747 1.3777 0.8412 0.0000
-1.5428 -0.8078 -1.2402 1.0000
0.7263 1.2416 0.6350 0.0000
0.5802 1.3195 0.6046 0.0000
-1.4061 -0.6682 -1.4485 1.0000
0.9306 -0.7767 0.7343 2.0000
-1.2243 -0.7307 -1.4007 1.0000
0.5761 -1.1129 0.8930 2.0000
0.6613 1.5039 0.8680 0.0000
0.9049 -0.8762 0.9163 2.0000
0.6705 1.2863 0.8438 0.0000
0.7785 1.2065 0.6104 0.0000
0.7678 1.5553 0.7932 0.0000
-1.2827 -0.6775 -1.7025 1.0000
0.9331 1.5119 0.8493 0.0000
0.7964 1.3985 0.6326 0.0000
0.5290 1.2686 0.4467 0.0000
0.9516 1.7988 0.7790 0.0000
0.5653 1.6227 0.5890 0.0000
0.7004 1.5407 0.8631 0.0000
-1.4541 -0.4273 -1.4360 1.0000
0.5853 -0.5786 0.5561 2.0000
0.6832 1.5853 0.8194 0.0000
-1.5425 -0.5736 -1.6317 1.0000
0.7642 -0.7941 0.7309 2.0000
-1.3150 -0.6094 -1.4842 1.0000
0.7273 -0.7485 0.6466 2.0000
-1.4772 -0.8355 -1.3165 1.0000
-1.3512 -0.6902 -1.4364 1.0000
-1.6044 -1.0210 -1.3672 1.0000
0.7753 1.3250 0.6725 0.0000
-1.3424 -0.8159 -1.4838 1.0000
0.8432 1.2652 0.5981 0.0000
0.6339 1.5809 0.6536 0.0000
-1.4520 -0.7036 -1.2110 1.0000
0.5805 -0.7738 0.6047 2.0000
0.7334 1.4424 0.6727 0.0000
0.7325 -0.7876 0.7527 2.0000
0.9099 -0.7265 0.7813 2.0000
0.7107 -0.7460 0.6604 2.0000
0.8370 1.3374 0.8045 0.0000
-1.2766 -0.8471 -1.5438 1.0000
0.5015 1.3036 0.6930 0.0000
-1.3315 -0.6255 -1.4523 1.0000
-1.4885 -0.8800 -1.1894 1.0000
-1.3773 -0.7010 -1.5296 1.0000
-1.2829 -0.7457 -1.4693 1.0000
0.7988 1.3734 0.6268 0.0000
0.7258 -0.8824 0.7474 2.0000
-1.4536 -0.9196 -1.4362 1.0000
-1.3507 -0.8655 -1.2586 1.0000
-1.4139 -0.5665 -1.4000 1.0000
-1.4020 -0.6910 -1.2573 1.0000
0.8112 1.4054 0.7523 0.0000
0.9061 1.5712 0.5642 0.0000
0.6804 -0.7737 0.9933 2.0000
0.7063 -0.8749 0.7890 2.0000
-1.4729 -0.6533 -1.5717 1.0000
0.7334 1.5677 0.3955 0.0000
0.7433 -0.6396 0.8414 2.0000
-1.2804 -0.5832 -1.3051 1.0000
0.5980 1.2461 0.6727 0.0000
-1.3434 -0.9218 -1.4959 1.0000
-1.4938 -0.9528 -1.4075 1.0000
0.8092 -0.6925 0.8268 2.0000
0.5597 -0.8042 0.5518 2.0000
0.3814 1.3690 0.8415 0.0000
-1.3027 -0.7706 -1.4055 1.0000
-1.5519 -0.5466 -1.3129 1.0000
-1.4700 -0.7433 -1.4476 1.0000
0.7341 -0.4175 0.6385 2.0000
-1.3260 -0.7589 -1.5830 1.0000
0.5983 1.3417 0.8180 0.0000
0.7820 -0.7472 0.8386 2.0000
0.7885 -0.8194 0.7205 2.0000
0.7589 1.5977 0.5823 0.0000
0.6178 1.3032 0.7119 0.0000
0.6550 -0.9436 1.0993 2.0000
0.8474 -0.7349 0.7810 2.0000
0.5805 -0.8580 0.7524 2.0000
0.6525 1.4345 0.7840 0.0000
-1.5354 -0.7260 -1.3544 1.0000
-1.2685 -0.8328 -1.4336 1.0000
-1.5637 -0.6466 -1.4498 1.0000
0.9380 1.4756 0.5335 0.0000
0.8076 -0.7172 0.6684 2.0000
0.6025 -0.7919 0.6822 2.0000
-1.2513 -0.8699 -1.3370 1.0000
-1.1958 -0.8013 -1.2603 1.0000
0.6231 1.4005 0.6480 0.0000
-1.5670 -0.7978 -1.3382 1.0000
0.7060 -0.6091 0.8912 2.0000
0.6206 1.4373 0.8060 0.0000
0.8532 -0.4633 0.5015 2.0000
0.5281 1.3864 0.7659 0.0000
0.9029 1.4340 0.7827 0.0000
-1.3565 -0.7382 -1.5587 1.0000
0.6789 -0.6735 0.5290 2.0000
0.9616 1.5155 0.6611 0.0000
0.9392 1.2853 0.5968 0.0000
0.6437 1.3176 0.4534 0.0000
0.6204 1.4292 0.7399 0.0000
0.6495 1.4914 0.5564 0.0000
0.7488 1.3793 0.9242 0.0000
0.4770 1.4649 0.4708 0.0000
-1.6107 -0.8059 -1.1928 1.0000
0.9068 1.8041 0.5603 0.0000
-1.3223 -0.5599 -1.5845 1.0000
0.8039 1.4145 0.5392 0.0000
0.5870 1.4088 0.7012 0.0000
-1.6272 -0.7386 -1.4107 1.0000
0.7955 1.4827 0.5738 0.0000
0.6160 1.6423 0.8389 0.0000
-1.2378 -0.8946 -1.4752 1.0000
-1.3900 -0.7585 -1.2439 1.0000
0.8542 -0.6960 0.4647 2.0000
-1.1896 -0.7897 -1.4825 1.0000
-1.4676 -0.8053 -1.4552 1.0000
-1.1390 -0.8807 -1.2528 1.0000
0.7226 1.5860 0.5159 0.0000
0.6373 -0.7948 0.8014 2.0000
0.4646 1.3561 0.7264 0.0000
0.6991 -0.5804 0.7763 2.0000
0.6161 1.3125 0.8409 0.0000
0.7640 -0.7872 0.7243 2.0000
0.6388 1.3607 0.6050 0.0000
0.7259 1.2531 0.6523 0.0000
-1.3359 -0.7148 -1.2458 1.0000
0.7234 1.2347 0.5795 0.0000
0.6370 -0.6080 0.7895 2.0000
-1.3284 -0.7307 -1.3363 1.0000
0.6478 1.4095 0.7164 0.0000
-1.4294 -0.8698 -1.3811 1.0000
-1.3316 -0.7452 -1.5529 1.0000
0.7043 -0.7523 0.6876 2.0000
-1.3264 -0.5508 -1.4079 1.0000
0.7540 -0.7930 0.7282 2.0000
0.6249 1.1027 0.6502 0.0000
0.6903 -0.7691 0.6416 2.0000
0.8007 1.5221 0.5695 0.0000
0.4115 -0.8441 0.5038 2.0000
0.5810 1.2593 0.8461 0.0000
-1.5375 -0.7216 -1.4473 1.0000
-1.0437 -0.8708 -1.4023 1.0000
0.7516 -0.8182 0.8204 2.0000
-1.2386 -0.6317 -1.3920 1.0000
0.6137 1.2239 0.7207 0.0000
0.6965 1.5477 0.6958 0.0000
0.6246 -0.5475 0.7143 2.0000
0.6727 -0.7334 0.9368 2.0000
-1.1887 -0.6479 -1.2497 1.0000
-1.4352 -0.9601 -1.3849 1.0000
0.5931 -0.7391 0.7108 2.0000
0.5937 1.4752 0.6980 0.0000
-1.4330 -0.6172 -1.4581 1.0000
0.7546 1.4647 0.6128 0.0000
0.8145 -0.6221 0.5622 2.0000
0.5008 1.2862 0.6314 0.0000
-1.4539 -0.9721 -1.4979 1.0000
0.7073 1.4392 0.8955 0.0000
0.7135 -0.6143 0.6189 2.0000
0.6557 -0.6151 0.8380 2.0000
-1.5898 -0.7318 -1.4293 1.0000
0.7570 -0.8477 0.8585 2.0000
-1.3301 -0.7967 -1.4429 1.0000
0.7691 1.4747 0.6701 0.0000
0.9365 1.5255 0.6294 0.0000
0.6483 1.3939 0.6976 0.0000
0.7649 1.3378 0.5544 0.0000
-1.4583 -0.7834 -1.7358 1.0000
0.6391 1.5655 0.6128 0.0000
-1.2584 -0.7207 -1.3789 1.0000
0.6365 -0.7685 0.8125 2.0000
-1.2776 -0.6534 -1.2721 1.0000
0.7747 1.3604 0.6298 0.0000
0.7354 -0.6703 0.5216 2.0000
0.6021 1.4300 0.5786 0.0000
0.7324 -0.9228 0.6041 2.0000
0.5941 -0.6237 0.6183 2.0000
0.4896 -0.6569 0.6094 2.0000
-1.5572 -0.8978 -1.2052 1.0000
0.7907 -0.7167 0.9426 2.0000
0.8639 -0.7942 0.8200 2.0000
0.6586 -1.0036 0.6774 2.0000
-1.4168 -0.8484 -1.3973 1.0000
0.7036 -0.7825 0.6555 2.0000
-1.3853 -0.6458 -1.4286 1.0000
-1.2335 -0.8757 -1.4609 1.0000
0.5852 -0.7391 0.6533 2.0000
-1.4021 -0.8014 -1.6291 1.0000
0.7465 -0.6584 0.7548 2.0000
0.6508 1.4393 0.6589 0.0000
0.7306 1.1631 0.4842 0.0000
-1.4870 -0.7164 -1.4393 1.0000
0.7705 1.4148 0.7704 0.0000
0.8021 1.3313 0.6076 0.0000
-1.0735 -0.8557 -1.3165 1.0000
-1.4820 -0.9632 -1.3576 1.0000
-1.5051 -0.5905 -1.2879 1.0000
0.6343 -0.7092 0.7664 2.0000
0.8209 1.4118 0.7313 0.0000
0.8935 1.5472 0.6442 0.0000
-1.4008 -0.5926 -1.3441 1.0000
0.6769 -0.8012 0.6227 2.0000
0.6921 -0.8573 0.7843 2.0000
0.5877 1.4702 0.7067 0.0000
0.6144 -0.7505 0.8219 2.0000
0.5326 1.3813 0.8188 0.0000
0.7312 -0.7935 0.6666 2.0000
0.8524 -0.6729 0.7797 2.0000
-1.5787 -0.5972 -1.3094 1.0000
0.5353 -0.7233 0.5928 2.0000
0.6789 -0.6680 0.6894 2.0000
0.6011 1.2368 0.4702 0.0000
0.6423 1.5417 0.6974 0.0000
0.5942 -0.4909 0.5143 2.0000
0.6714 -0.6681 0.6107 2.0000
-1.2510 -0.5379 -1.2956 1.0000
-1.2833 -0.6525 -1.5078 1.0000
0.8096 -0.7196 0.8119 2.0000
0.5870 1.4675 0.5354 0.0000
-1.2801 -0.7426 -1.5612 1.0000
0.7044 1.2325 0.7910 0.0000
-1.4140 -0.8914 -1.2592 1.0000
-1.4571 -0.6609 -1.3472 1.0000
0.6508 1.5393 0.7803 0.0000
0.5722 -0.7327 0.7144 2.0000
0.6342 -0.7271 0.7662 2.0000
0.7728 -0.7479 0.9476 2.0000
0.8273 1.2983 0.5128 0.0000
0.6530 -0.8211 0.6348 2.0000
-1.4228 -0.6289 -1.3923 1.0000
0.6756 1.3971 0.7139 0.0000
0.7255 -0.8251 0.7871 2.0000
0.7916 -0.5216 0.8383 2.0000
0.5494 1.5183 0.8152 0.0000
-1.4153 -0.7019 -1.3772 1.0000
-1.3101 -0.6230 -1.1902 1.0000
0.5645 -0.5295 0.9740 2.0000
-1.3643 -1.0423 -1.6262 1.0000
0.9053 1.3572 0.6766 0.0000
0.9307 1.3534 0.7924 0.0000
-1.3206 -0.7140 -1.3789 1.0000
0.8078 -0.4681 0.6227 2.0000
0.6800 -0.6627 0.8413 2.0000
0.8393 -0.7688 0.7284 2.0000
0.7445 1.2468 0.8848 0.0000
0.6627 1.5793 0.6833 0.0000
0.6150 -0.5365 0.5936 2.0000
0.8081 1.6175 0.6005 0.0000
0.6570 1.3582 0.5244 0.0000
0.6765 -0.8809 0.7252 2.0000
-1.5338 -0.6286 -1.4824 1.0000
0.6792 -0.3648 0.6259 2.0000
-1.4177 -0.6509 -1.4676 1.0000
0.6167 1.4774 0.6058 0.0000
0.6291 1.3012 0.7331 0.0000
0.5651 1.2086 0.8057 0.0000
