X	Y	Z	Label (0/1=circle, -1=extra)
-0.261876	-0.451857	-1.090119	1.000000
-0.020624	0.414926	-0.464645	1.000000
1.078119	-0.022071	-0.543380	0.000000
-0.191883	-0.375470	0.460843	1.000000
-0.187931	-0.464896	0.141372	1.000000
0.482780	-0.241927	-0.097952	1.000000
0.005530	0.482924	-0.459635	1.000000
0.233958	0.883899	1.518609	0.000000
-0.517498	0.908476	0.725201	0.000000
-0.331798	-0.992093	0.456427	0.000000
-0.390717	-0.313724	-0.298804	1.000000
0.035038	-0.516349	0.552892	1.000000
0.962728	-0.099218	0.187650	0.000000
-0.145990	-0.511994	-0.455337	1.000000
0.237522	0.901013	-0.075193	0.000000
0.427926	0.180672	0.005746	1.000000
0.241376	0.448360	-0.473215	1.000000
0.105111	-1.045531	0.353428	0.000000
-1.006724	-0.020793	-0.073944	0.000000
-0.944312	0.270745	0.766407	0.000000
0.133257	-0.991331	-0.291585	0.000000
-0.234386	0.354790	0.327393	1.000000
-0.151561	-0.927103	-0.158175	0.000000
0.364612	-0.334209	0.121034	1.000000
0.413909	0.883673	-0.498726	0.000000
0.951474	-0.347080	0.350948	0.000000
-0.123128	0.637107	-0.399717	1.000000
0.374797	0.394000	-0.062389	1.000000
0.584438	-0.822720	0.301518	0.000000
0.108649	0.541750	-0.328995	1.000000
-0.003818	0.465875	-0.084545	1.000000
0.258059	0.437674	-0.368700	1.000000
-0.446689	-0.172620	-0.708788	1.000000
0.319150	0.400293	-0.021672	1.000000
-0.913367	0.464233	-0.121311	0.000000
-0.887520	-0.467515	-0.189435	0.000000
-0.279068	-0.893203	-0.176570	0.000000
0.102156	-0.507828	1.045248	1.000000
-0.452215	-0.093433	0.349361	1.000000
0.932249	0.490164	0.536351	0.000000
0.149678	0.462542	-0.483487	1.000000
-0.351711	-0.909288	0.268293	0.000000
-0.014813	1.052541	-0.444214	0.000000
0.002378	1.116432	0.211967	0.000000
0.182689	-1.006456	-0.394664	0.000000
-0.099228	-0.522873	-0.479960	1.000000
-0.881239	0.431586	-0.051254	0.000000
0.095106	-0.535095	0.824457	1.000000
-0.248634	-0.383624	0.446326	1.000000
-0.250199	-0.505505	-0.034814	1.000000
0.481139	-0.280216	0.588140	1.000000
0.762346	0.701958	-0.231369	0.000000
0.394727	-0.907564	0.479880	0.000000
0.473584	0.141556	0.726907	1.000000
0.762320	-0.680874	0.322376	0.000000
-0.034322	0.973851	-0.104607	0.000000
-0.722894	-0.825110	-0.205502	0.000000
0.271192	0.390618	-0.131212	1.000000
0.540465	-0.213881	0.283004	1.000000
-0.533449	-0.238891	-0.328423	1.000000
0.163007	-0.997717	0.208854	0.000000
-0.193476	-0.455261	-0.736381	1.000000
0.098766	-0.427688	-0.265424	1.000000
-0.363872	0.971551	-0.005379	0.000000
0.255102	1.007994	-0.627481	0.000000
-0.404647	-0.086014	-0.278610	1.000000
0.969411	0.113629	0.644332	0.000000
0.173455	0.526041	-0.180809	1.000000
-0.900507	0.181656	-0.072081	0.000000
-0.373797	0.897579	-0.699527	0.000000
-0.870694	-0.541581	-0.425005	0.000000
-0.294674	0.373449	0.908579	1.000000
-0.511770	0.010842	-0.341854	1.000000
0.443491	0.168220	-0.131777	1.000000
-0.365142	0.960847	0.205769	0.000000
-0.435653	0.292533	0.035050	1.000000
0.250280	0.524053	0.484731	1.000000
0.808494	0.583310	-0.256401	0.000000
-0.586201	0.940631	-0.383667	0.000000
0.811252	-0.522611	0.331350	0.000000
-0.117281	-0.353712	0.070114	1.000000
0.530238	0.829177	0.108412	0.000000
0.942081	0.445238	0.529000	0.000000
0.204134	0.922530	-0.179684	0.000000
0.719541	-0.621937	0.545596	0.000000
0.793733	-0.485322	-0.379610	0.000000
0.542671	0.079123	-0.322828	1.000000
0.138840	0.912313	-0.455028	0.000000
0.489879	-0.958710	-0.399755	0.000000
-0.067910	-1.033105	-0.013125	0.000000
-0.453343	0.322513	-0.359136	1.000000
-1.044728	0.191582	0.105985	0.000000
-0.182001	-0.424642	-0.248737	1.000000
-0.001194	0.501208	-0.352000	1.000000
-0.513990	0.046324	0.110027	1.000000
-0.710187	-0.804513	-0.342439	0.000000
0.146999	-1.011687	0.892548	0.000000
0.031443	0.494980	-0.849176	1.000000
0.234175	0.982539	0.073168	0.000000
-0.479227	0.214402	-0.517409	1.000000
-0.213308	-0.532795	0.523089	1.000000
0.983214	-0.228268	0.425573	0.000000
-0.857027	-0.626000	-0.056774	0.000000
0.491217	0.263841	-0.058097	1.000000
-0.112557	-1.003843	0.386980	0.000000
0.448204	-0.065917	0.412268	1.000000
-0.418806	0.369787	-0.838797	1.000000
-0.790421	-0.635697	1.061400	0.000000
-0.062490	-0.418610	-0.350666	1.000000
1.019666	0.029149	-0.494068	0.000000
-0.199467	-0.464626	-0.123067	1.000000
-0.982756	0.156212	-0.018812	0.000000
-0.876092	-0.464840	-0.699789	0.000000
0.690170	0.771729	-0.739980	0.000000
-0.798337	0.487693	-0.692015	0.000000
-0.191182	0.478830	-0.164509	1.000000
0.362914	-0.217179	0.608077	1.000000
-0.508430	-0.136755	-0.737268	1.000000
0.556046	0.199466	0.166339	1.000000
-0.336839	-0.891785	-0.346495	0.000000
-1.002003	0.110867	0.236792	0.000000
-0.048073	1.036115	0.246659	0.000000
-0.910369	-0.335020	0.056671	0.000000
0.303216	0.539992	-0.702934	1.000000
-0.930937	0.107636	-0.045566	0.000000
0.729110	0.689266	0.738000	0.000000
-0.202534	0.997309	-0.425151	0.000000
-0.553436	0.845170	0.026487	0.000000
-0.453875	-0.189937	-0.066211	1.000000
-0.925169	0.300336	0.006925	0.000000
0.014519	-0.946091	0.018090	0.000000
0.285583	-0.334442	-0.816101	1.000000
0.402984	-0.147801	-0.049278	1.000000
0.106695	-0.510853	0.072437	1.000000
-0.181269	-0.568135	-0.379622	1.000000
-0.779430	-0.857951	0.150258	0.000000
-0.241040	0.432453	-0.079541	1.000000
0.513166	0.049075	-0.086861	1.000000
-0.722537	-0.697844	0.277917	0.000000
-0.013190	-0.467885	-0.737418	1.000000
-0.857959	0.566715	0.064666	0.000000
0.229408	-1.047151	0.577015	0.000000
0.544997	-0.060418	-0.532114	1.000000
-0.348994	-0.903044	-0.321711	0.000000
-0.390969	-1.016037	0.212306	0.000000
-0.764637	-0.558220	0.443040	0.000000
-0.414407	0.889267	0.202062	0.000000
0.305140	0.394897	0.195644	1.000000
-0.773969	0.618247	-0.114534	0.000000
0.350343	-0.332644	0.298038	1.000000
0.507582	-0.128253	-0.255734	1.000000
-0.430764	-0.908182	0.358508	0.000000
0.439537	-0.302846	0.156356	1.000000
-0.749717	-0.712961	-0.473943	0.000000
1.001335	-0.255772	-0.899424	0.000000
0.309825	-0.951535	-1.010943	0.000000
0.172903	-0.425455	-0.201459	1.000000
-0.187313	-0.922086	0.228106	0.000000
1.044021	0.345823	-0.378760	0.000000
-0.747352	-0.738992	-0.656668	0.000000
-0.134218	-0.471143	0.457795	1.000000
-0.825295	-0.518913	-0.154771	0.000000
0.034492	-0.519434	-0.256992	1.000000
0.904793	0.491339	0.034719	0.000000
-0.543808	-0.245416	-0.565441	1.000000
-0.512893	0.046001	-0.693396	1.000000
-0.166178	0.955975	-0.165471	0.000000
0.537632	0.089705	-0.091794	1.000000
0.793643	-0.649852	-0.123342	0.000000
0.866372	-0.631495	-0.233848	0.000000
-0.931487	0.405813	-0.273441	0.000000
-0.200460	-0.963978	-0.073074	0.000000
-0.177521	0.527777	-0.112887	1.000000
0.989871	-0.133079	-0.294278	0.000000
0.044339	0.971423	-1.159518	0.000000
-0.442548	0.122042	-0.123911	1.000000
-0.562069	0.114356	0.264846	1.000000
0.051315	1.037473	0.810961	0.000000
0.529456	-0.945750	0.688007	0.000000
0.068975	-0.505123	0.453284	1.000000
-0.993113	0.266535	1.008753	0.000000
-0.668635	0.774056	0.507764	0.000000
0.071396	0.483838	-0.451109	1.000000
-0.398500	-0.922958	0.550787	0.000000
0.498909	0.179508	0.181208	1.000000
-0.436320	0.816984	1.087101	0.000000
-0.252448	0.441953	-0.411252	1.000000
-0.010701	-0.961117	0.068858	0.000000
0.807343	0.535495	-0.288938	0.000000
0.749224	0.627657	-0.117384	0.000000
-1.012998	0.334814	-0.541910	0.000000
0.815420	-0.658593	-0.354556	0.000000
-0.666580	-0.878134	-0.336928	0.000000
-0.922906	0.016914	0.645539	0.000000
-0.778887	0.681830	-0.333442	0.000000
-0.205099	-0.477347	-0.553677	1.000000
-0.578176	-0.837002	-0.815643	0.000000
0.581814	0.813878	-0.447041	0.000000
0.263604	-0.512285	-0.046890	1.000000
0.299264	-0.954778	-0.293337	0.000000
-0.529891	0.098937	0.016584	1.000000
0.497633	0.127140	0.745350	1.000000
0.112021	0.458438	-0.402614	1.000000
-1.093028	0.064237	-0.225347	0.000000
0.709999	0.573085	-0.262322	0.000000
-0.816124	-0.651154	-0.393334	0.000000
-0.309620	-1.006085	-0.108705	0.000000
0.453525	-0.247805	1.275580	1.000000
-0.184217	-0.964874	0.228970	0.000000
-0.014071	-0.441205	0.465238	1.000000
0.917939	0.170600	0.058159	0.000000
-0.318533	0.276196	0.307278	1.000000
0.418664	-0.254643	0.066142	1.000000
0.084070	-0.468230	0.531938	1.000000
0.917971	-0.173259	-0.327562	0.000000
0.324191	0.348671	0.698593	1.000000
0.947675	-0.546916	0.058765	0.000000
-0.834640	0.649817	-0.281366	0.000000
-1.031567	0.372430	-0.252738	0.000000
0.107277	0.934132	-0.412602	0.000000
-0.967908	0.498516	-0.256108	0.000000
0.087414	-0.978373	-0.249758	0.000000
-0.045252	-0.530468	-0.118239	1.000000
1.010773	0.030381	-0.122196	0.000000
-0.315130	0.956627	0.989335	0.000000
0.450365	-0.028353	0.230992	1.000000
0.444525	-0.195561	-0.576974	1.000000
-0.446584	-0.155264	0.592927	1.000000
-0.933720	-0.454921	0.354115	0.000000
1.064174	-0.021356	-0.658424	0.000000
0.460994	0.950437	-0.320553	0.000000
0.983728	-0.000306	-0.026476	0.000000
-0.631717	0.773711	-0.180159	0.000000
-0.219972	-0.438031	-0.620879	1.000000
-0.050339	-0.475694	-0.074162	1.000000
0.163686	-0.422312	0.646055	1.000000
0.083447	-0.390823	-0.085169	1.000000
0.846324	-0.536851	0.147762	0.000000
0.282028	-0.370278	-0.334049	1.000000
-0.946040	0.038494	-0.106028	0.000000
-0.626261	0.782712	-0.764296	0.000000
-0.527443	0.211675	-0.064886	1.000000
-0.194526	0.428562	-0.069469	1.000000
0.312668	0.376374	0.123546	1.000000
0.332046	0.978713	0.366773	0.000000
-0.112560	0.429240	1.140761	1.000000
0.897412	0.441259	-0.360470	0.000000
-0.693327	-0.731269	0.824054	0.000000
0.461851	0.227941	0.092259	1.000000
0.713296	0.761852	-0.171960	0.000000
-0.472518	0.187827	0.324013	1.000000
-0.725461	-0.728309	-0.868962	0.000000
-0.039776	-0.994895	0.167034	0.000000
0.949127	-0.269741	-0.263900	0.000000
0.117055	-0.995354	0.273172	0.000000
-0.043920	-1.029753	-0.170815	0.000000
0.602887	-0.877464	-0.477927	0.000000
0.103129	-0.510336	0.214434	1.000000
-1.031588	0.271247	-0.144009	0.000000
0.997660	-0.112315	-0.151123	0.000000
0.888209	0.102746	-0.196052	0.000000
0.726049	-0.748016	0.204538	0.000000
-0.802324	-0.585265	-0.350269	0.000000
0.512526	-0.114627	-0.426644	1.000000
-0.914505	-0.271884	-0.104407	0.000000
-0.236397	-0.985903	0.199089	0.000000
0.058235	0.453914	-0.095409	1.000000
0.563206	0.842330	0.120805	0.000000
-0.120633	-0.545269	-0.755191	1.000000
-0.950711	-0.384879	-0.402748	0.000000
-0.494115	-0.877863	0.264818	0.000000
-0.454479	0.945863	0.031559	0.000000
-0.979180	-0.072926	-0.107346	0.000000
0.773681	-0.742067	0.213374	0.000000
0.485370	0.137243	-0.572455	1.000000
0.435686	0.153962	0.017389	1.000000
0.898307	-0.302766	-0.106447	0.000000
0.805055	0.657765	-0.047805	0.000000
0.244100	-0.514941	1.078488	1.000000
-0.436200	-0.921080	-0.040984	0.000000
-0.906338	0.260651	-0.939905	0.000000
-0.270306	-0.432280	0.510351	1.000000
-0.121462	0.950446	-0.389125	0.000000
0.178256	0.372313	-0.750508	1.000000
-0.447526	-0.868155	-0.389644	0.000000
-0.007174	-0.987105	0.001080	0.000000
-0.492727	0.002341	0.130348	1.000000
-1.038427	-0.109677	-0.002177	0.000000
0.765793	-0.570888	-0.168922	0.000000
0.225674	-0.935953	-0.689903	0.000000
1.065099	-0.049450	0.035101	0.000000
-0.411895	-0.171880	0.207945	1.000000
-0.909065	-0.197757	0.634311	0.000000
-0.328145	0.443508	1.270325	1.000000
0.990745	0.252013	-0.322688	0.000000
-0.064344	0.605608	0.267454	1.000000
0.794936	0.620820	0.321062	0.000000
-1.001558	-0.382329	0.192907	0.000000
-0.037352	-0.946023	-0.164350	0.000000
-0.961860	0.131629	0.154650	0.000000
0.095675	0.482726	-0.400787	1.000000
1.001837	0.151767	0.037074	0.000000
-0.968013	-0.132758	-0.719670	0.000000
-0.153971	1.047355	-0.099671	0.000000
0.242641	0.436633	0.358548	1.000000
-0.370684	-0.869190	-0.141292	0.000000
0.522214	-0.874932	-0.212543	0.000000
-0.509361	-0.133668	0.817525	1.000000
0.652719	0.782803	-0.184292	0.000000
-0.120786	-0.421327	-0.338955	1.000000
-0.157029	0.935919	0.632592	0.000000
-0.477521	-0.161012	-0.454672	1.000000
-0.107966	0.458944	0.142644	1.000000
0.361047	-0.942654	-0.144860	0.000000
0.367387	-0.290297	-0.398987	1.000000
-0.232666	-0.357809	0.776582	1.000000
0.750335	0.606259	-0.208574	0.000000
0.085369	-0.964438	0.200909	0.000000
0.982582	-0.383790	0.113824	0.000000
0.473339	0.050967	0.237600	1.000000
0.863327	-0.560320	-0.811075	0.000000
0.601776	-0.815804	-0.717877	0.000000
-0.366592	0.319509	0.055535	1.000000
-0.252882	-0.515747	0.015870	1.000000
0.494784	-0.864803	-0.164254	0.000000
-0.237320	0.987004	-0.090521	0.000000
0.511692	-0.263135	-0.968117	1.000000
0.637921	0.699622	0.566787	0.000000
0.522987	0.120558	1.352967	1.000000
0.295761	0.324931	0.332624	1.000000
-0.483364	0.050459	0.465763	1.000000
0.051243	-0.559684	-0.254289	1.000000
-0.818449	0.453867	-0.081345	0.000000
0.775238	-0.503918	-0.410840	0.000000
-0.468011	-0.928296	-0.491802	0.000000
-0.308195	-0.287246	-0.642221	1.000000
-0.186727	-0.454106	-0.387118	1.000000
-0.295527	-0.347048	-0.133552	1.000000
0.035979	-0.551617	-0.111849	1.000000
-0.239459	0.360689	0.829467	1.000000
-0.735931	-0.535084	0.340955	0.000000
0.283849	1.004924	-0.479174	0.000000
0.008337	-0.510993	0.746246	1.000000
-0.422485	0.220914	-0.346190	1.000000
0.519895	0.019680	-0.461228	1.000000
-0.037151	0.521636	0.302201	1.000000
0.220236	0.443567	-0.642145	1.000000
-0.058172	-0.517417	1.054418	1.000000
0.475780	0.129458	0.818986	1.000000
-0.026592	-0.519415	-0.250901	1.000000
-0.304050	-0.341396	0.867259	1.000000
0.310636	-0.978058	0.289314	0.000000
-0.831460	0.593816	-0.049356	0.000000
0.942112	-0.514480	-1.408975	0.000000
0.420755	-0.127380	-0.207258	1.000000
-0.232312	-0.442450	0.362080	1.000000
0.030523	0.389464	0.258910	1.000000
0.053278	-0.511163	-0.635319	1.000000
-0.097879	1.044786	0.224988	0.000000
-0.354656	-0.184812	-0.197021	1.000000
0.475377	0.193104	0.147284	1.000000
-0.078652	0.497704	-0.522647	1.000000
-0.129233	-0.520345	-0.772774	1.000000
0.006085	0.518330	-0.043120	1.000000
-0.807534	0.574560	0.580841	0.000000
0.103121	1.046895	-0.550384	0.000000
1.025269	-0.255931	-0.649210	0.000000
-0.971391	0.097033	1.066845	0.000000
0.358541	-0.987812	0.329460	0.000000
0.529183	0.226162	0.124606	1.000000
0.644202	-0.799243	0.667760	0.000000
-0.864621	-0.563734	-0.312780	0.000000
-0.411261	-0.894798	-0.360098	0.000000
0.777733	0.498220	0.682367	0.000000
-0.976140	0.276057	-0.921366	0.000000
-0.328802	0.493845	1.253818	1.000000
0.817570	0.627672	-0.204732	0.000000
0.922043	-0.348743	-0.086218	0.000000
-0.920643	0.377491	0.250892	0.000000
0.957816	0.117350	0.566174	0.000000
0.476002	0.184265	0.912794	1.000000
0.313795	0.388251	0.314444	1.000000
0.401390	0.218326	-0.314635	1.000000
0.118223	0.510101	0.000452	1.000000
0.151510	0.429845	-0.874773	1.000000
0.015938	0.409268	-0.288214	1.000000
0.407846	0.266081	0.111369	1.000000
0.896967	-0.508596	0.184564	0.000000
0.506769	-0.083999	0.285365	1.000000
-0.095860	0.520731	0.154603	1.000000
-0.976542	0.119650	-0.484638	0.000000
0.953675	0.190944	-0.587346	0.000000
0.394190	0.091991	-0.589996	1.000000
0.785111	0.619878	0.166316	0.000000
0.291466	0.930224	-0.020893	0.000000
0.716604	-0.604769	-0.254529	0.000000
0.369775	-0.123877	0.325901	1.000000
1.028351	-0.192782	0.990577	0.000000
-0.547685	0.783520	0.433312	0.000000
-0.264770	0.466293	0.061357	1.000000
-0.716679	0.794806	-0.204006	0.000000
0.567493	-0.762134	-0.017859	0.000000
-0.456308	-0.232854	-0.043403	1.000000
-0.497312	-0.861258	0.865982	0.000000
0.284564	0.450897	0.184316	1.000000
-0.869294	-0.559613	-0.507463	0.000000
-0.561167	0.841173	0.500469	0.000000
0.636247	0.781088	-0.716526	0.000000
0.979913	0.259880	0.161022	0.000000
0.767059	0.723075	0.663864	0.000000
-0.667102	-0.774944	0.658605	0.000000
-0.886873	0.564550	-0.740416	0.000000
0.505421	0.729034	0.229510	0.000000
-0.732573	0.712564	-0.626870	0.000000
0.228697	-0.464627	0.401680	1.000000
0.554329	-0.181587	0.095333	1.000000
-0.307210	0.934844	0.471176	0.000000
-0.280219	-0.944386	0.323272	0.000000
-0.032525	-0.960160	0.643941	0.000000
0.506431	0.041459	-0.791589	1.000000
0.553812	-0.864712	0.155163	0.000000
0.721377	-0.678495	0.295023	0.000000
-0.720249	0.694045	-1.545833	0.000000
-0.350901	-0.326723	-0.367810	1.000000
-0.478143	0.247032	-0.308433	1.000000
-0.932308	-0.383298	0.208873	0.000000
-0.431495	-0.182030	-0.004039	1.000000
-0.437920	-0.000148	0.240307	1.000000
0.105338	-0.534326	-0.432673	1.000000
0.275537	0.482758	0.184491	1.000000
-0.857193	-0.741722	-0.295570	0.000000
-1.027785	0.169811	-0.557723	0.000000
0.189462	0.468121	-0.908064	1.000000
0.490221	-0.876483	0.042834	0.000000
0.551105	-0.093171	-0.172237	1.000000
-0.339694	0.312860	0.305795	1.000000
0.918060	0.326924	-0.617983	0.000000
0.313596	-0.351077	0.025628	1.000000
0.438362	0.408104	-0.255528	1.000000
0.379533	-0.315553	0.865768	1.000000
0.928034	0.210286	0.300036	0.000000
1.032381	0.224180	0.145967	0.000000
-0.376820	0.870335	0.232473	0.000000
0.524531	0.826578	-0.803803	0.000000
0.530244	-0.037897	0.699583	1.000000
-0.401418	0.902894	0.610693	0.000000
0.498160	-0.826564	-0.014185	0.000000
0.878607	-0.453240	-0.289125	0.000000
-0.261414	0.366466	0.770742	1.000000
-0.397607	0.209860	0.056723	1.000000
-0.400822	-0.419687	-0.507452	1.000000
-0.033411	-1.007532	0.174101	0.000000
-0.443861	-0.866269	0.745465	0.000000
0.910064	0.318827	0.172223	0.000000
-0.049390	-0.984107	0.147428	0.000000
1.003295	-0.219908	0.814441	0.000000
-0.493639	0.047891	-0.586401	1.000000
-0.700600	0.703275	0.228841	0.000000
1.003522	0.351702	-0.074610	0.000000
0.440355	0.024574	-0.054424	1.000000
-0.696572	-0.754682	0.099034	0.000000
-1.020302	-0.009566	0.172934	0.000000
-0.310797	0.373535	0.120711	1.000000
-0.362425	0.191269	-0.783935	1.000000
-0.391597	-0.431409	-0.411368	1.000000
-1.015242	0.221961	0.673049	0.000000
-0.419416	0.363531	-0.361327	1.000000
-0.419662	0.264441	-0.238942	1.000000
-0.436494	0.439306	0.576990	1.000000
0.501809	-0.805715	-0.788184	0.000000
0.365975	0.967030	-0.157260	0.000000
0.791160	-0.619844	0.756814	0.000000
0.072122	-0.471148	-0.211675	1.000000
-0.644094	0.699014	0.153052	0.000000
-0.422111	-0.311384	0.135670	1.000000
0.661913	-0.781795	-1.014381	0.000000
0.457459	-0.242305	0.205509	1.000000
-0.930094	-0.481044	0.025525	0.000000
-0.403126	0.414484	-0.600173	1.000000
0.492136	-0.911892	-0.003280	0.000000
-0.782983	-0.572101	-0.940938	0.000000
-1.030283	0.119542	-0.094806	0.000000
-0.320227	-0.416889	0.649157	1.000000
0.531452	0.085523	0.744203	1.000000
0.084734	-0.541942	-0.230335	1.000000
0.243324	0.445504	-0.691408	1.000000
-0.437807	-0.193959	0.084506	1.000000
0.653107	0.689924	-0.049636	0.000000
-0.401010	-0.304050	0.114591	1.000000
-0.463103	0.185831	1.079717	1.000000
0.769617	-0.750900	0.091556	0.000000
-0.198261	0.540045	0.497115	1.000000
0.173937	0.456431	-1.063648	1.000000
-0.787231	-0.568683	0.277897	0.000000
-0.732583	-0.717350	-0.236879	0.000000
-0.762145	0.562143	-0.385159	0.000000
-0.273621	-0.479143	-0.315555	1.000000
0.073897	0.449616	-0.372983	1.000000
-0.469983	0.286404	1.029740	1.000000
-0.825433	-0.531572	0.426935	0.000000
-0.923041	0.035369	-0.459383	0.000000
-0.068124	0.473570	-0.742111	1.000000
0.863316	-0.517715	-0.038480	0.000000
-0.469929	-0.078833	0.681552	1.000000
-1.063382	0.069375	-0.276376	0.000000
-0.347582	-0.218312	0.287156	1.000000
0.265428	-0.451816	-0.739276	1.000000
0.492046	0.851184	-1.438724	0.000000
-0.279863	0.325106	0.471530	1.000000
1.046070	-0.011381	0.213304	0.000000
-0.631219	0.738152	0.850207	0.000000
-0.483605	-0.910431	-0.567809	0.000000
0.486210	0.867755	-0.285621	0.000000
-0.986384	-0.183323	-0.281661	0.000000
-0.044854	1.087695	1.095582	0.000000
0.243228	-0.991650	0.901687	0.000000
0.258300	-0.454256	0.110677	1.000000
-0.139509	0.497332	-0.157944	1.000000
0.883709	-0.563094	-0.491062	0.000000
0.214071	-0.474916	0.944971	1.000000
-0.334785	-0.394890	-0.312088	1.000000
0.467603	0.039869	0.636474	1.000000
1.038954	-0.187771	0.331777	0.000000
-0.440751	-0.364058	1.243412	1.000000
-0.006975	-0.969335	-0.030163	0.000000
-0.161867	-0.379120	0.133650	1.000000
0.491265	-0.117638	-0.184841	1.000000
0.399173	0.009679	0.512153	1.000000
0.895621	0.474646	-0.023991	0.000000
-0.851811	-0.528913	0.288737	0.000000
0.228467	-0.382893	0.039492	1.000000
-0.958390	0.037873	-0.272469	0.000000
0.970202	-0.169786	-0.029897	0.000000
-0.554431	-0.911679	-0.865565	0.000000
0.438779	0.253917	-1.027539	1.000000
0.023421	0.442544	0.241002	1.000000
0.455620	0.207998	-0.076881	1.000000
-0.198354	-0.487153	-0.551382	1.000000
0.388679	0.342700	-0.070897	1.000000
0.964993	-0.439728	0.643657	0.000000
-0.863820	0.330274	-0.283397	0.000000
-0.873707	-0.551661	0.062760	0.000000
0.751138	0.713723	-0.527749	0.000000
0.763288	-0.610169	0.053605	0.000000
0.921493	-0.399604	0.255077	0.000000
-0.051997	-0.470804	-0.021412	1.000000
-1.032178	-0.144064	0.440925	0.000000
0.515009	0.029531	0.473379	1.000000
0.825284	0.550276	0.567191	0.000000
0.355128	-0.980396	0.151401	0.000000
0.137589	-1.052351	0.203118	0.000000
0.144325	0.893738	-0.406469	0.000000
-1.035630	0.018800	-0.098560	0.000000
-0.514803	0.228823	-0.167902	1.000000
0.663183	-0.860552	0.433996	0.000000
-0.995067	-0.124418	0.601469	0.000000
0.941073	-0.037999	-0.392883	0.000000
0.483145	0.872792	0.021387	0.000000
0.552940	-0.131486	0.411157	1.000000
-0.901879	0.402989	0.129695	0.000000
0.766011	0.563855	-1.104138	0.000000
0.726083	0.665467	-0.306526	0.000000
0.885650	-0.374363	0.647079	0.000000
0.391852	0.808242	0.331549	0.000000
-0.177223	0.364708	-0.204271	1.000000
-0.417849	-0.184833	-0.503332	1.000000
0.778909	-0.557893	0.769504	0.000000
0.444807	0.090091	-0.147191	1.000000
-0.109292	-0.477422	-0.021428	1.000000
-0.373186	0.308687	-0.779748	1.000000
-0.107601	-0.982163	-0.497869	0.000000
0.025533	-0.466573	-0.984806	1.000000
-0.712406	-0.661438	0.009298	0.000000
0.416373	-0.954627	0.192131	0.000000
-0.927454	-0.413365	0.396685	0.000000
-0.199904	0.993522	0.162527	0.000000
0.982754	-0.193040	-0.468551	0.000000
0.573895	0.002984	-0.107336	1.000000
0.840354	0.484264	-0.029633	0.000000
0.567902	-0.046375	0.129098	1.000000
-0.970216	-0.034868	0.649457	0.000000
0.419054	0.936370	0.488378	0.000000
-0.353882	-0.430615	0.038546	1.000000
0.582209	0.104726	-0.180516	1.000000
-0.105557	-1.044470	-0.129014	0.000000
-0.717066	0.758665	-0.618332	0.000000
-0.218505	-1.041629	-0.155614	0.000000
0.438607	-0.307936	-0.016113	1.000000
-0.150710	0.960607	0.336385	0.000000
0.948178	-0.280975	0.388093	0.000000
-0.417337	-0.032297	-0.194893	1.000000
0.327946	-0.935655	0.276817	0.000000
-0.292122	-1.003338	0.527876	0.000000
1.013576	-0.361902	-0.447894	0.000000
0.387923	0.335406	-0.272918	1.000000
0.474859	0.193782	0.027852	1.000000
0.491795	0.909699	0.041118	0.000000
-0.202135	-0.901714	0.772285	0.000000
-0.455603	-0.275241	0.020659	1.000000
0.801825	-0.722088	-0.596107	0.000000
0.994666	-0.184912	-0.076721	0.000000
-0.522503	-0.269039	0.118515	1.000000
-0.079985	-0.583490	-0.788037	1.000000
0.398691	-0.317543	0.315902	1.000000
-0.453482	-0.026460	0.266784	1.000000
-0.329706	-0.230228	-0.291533	1.000000
0.362607	-0.227117	0.889355	1.000000
-0.413059	0.230081	-0.084569	1.000000
-0.345003	-0.365761	-0.062981	1.000000
-0.396135	0.262472	0.065129	1.000000
-0.566807	-0.061375	-0.792764	1.000000
0.445539	0.940416	0.135233	0.000000
0.178305	-0.503859	-0.112209	1.000000
0.879941	-0.385286	-0.239963	0.000000
-0.944435	-0.274757	-0.168601	0.000000
0.254665	-0.963248	-0.730704	0.000000
0.317956	0.381497	0.160798	1.000000
-0.946052	0.223180	-0.804987	0.000000
-0.470120	0.239712	-0.122630	1.000000
-0.877347	-0.468521	-0.586124	0.000000
-0.387168	-0.010616	-0.132429	1.000000
0.406021	-0.867990	0.273949	0.000000
0.931960	0.296801	0.428697	0.000000
-0.056223	-0.584133	-0.494910	1.000000
0.099016	0.455433	-0.243684	1.000000
-0.938319	-0.077293	0.346097	0.000000
0.261055	0.419450	-0.291285	1.000000
-0.099772	0.514661	0.580412	1.000000
-0.551537	0.186449	0.202159	1.000000
-0.137830	0.443321	-0.117511	1.000000
-0.107050	-0.445516	0.877900	1.000000
-0.192939	0.463329	0.574834	1.000000
0.511013	0.010320	0.557888	1.000000
-0.456137	0.125203	-0.218782	1.000000
-0.517872	-0.874681	0.503578	0.000000
0.215041	-0.434427	-0.499548	1.000000
1.109045	0.025692	-0.072863	0.000000
-0.629878	-0.815540	-0.827067	0.000000
0.106010	-0.437693	-0.852058	1.000000
-0.227730	-0.391735	0.535147	1.000000
-0.981818	-0.317743	0.250126	0.000000
-0.261654	-0.454227	0.584114	1.000000
0.152203	-0.477168	0.780845	1.000000
-0.495068	0.024717	0.020621	1.000000
0.319655	-0.991470	0.405873	0.000000
0.704955	-0.661923	-0.043061	0.000000
0.650778	0.891916	0.171257	0.000000
